Date,GEO,Products and product groups,VALUE
2018-08-01,New Brunswick,Health and personal care,117.3
2018-09-01,New Brunswick,Health and personal care,118.7
2018-10-01,New Brunswick,Health and personal care,118.4
2018-11-01,New Brunswick,Health and personal care,117.2
2018-12-01,New Brunswick,Health and personal care,117.7
2019-01-01,New Brunswick,Health and personal care,118.6
2019-02-01,New Brunswick,Health and personal care,118.0
2019-03-01,New Brunswick,Health and personal care,117.9
2019-04-01,New Brunswick,Health and personal care,118.0
2019-05-01,New Brunswick,Health and personal care,117.9
2019-06-01,New Brunswick,Health and personal care,118.0
2019-07-01,New Brunswick,Health and personal care,119.4
2019-08-01,New Brunswick,Health and personal care,118.9
2019-09-01,New Brunswick,Health and personal care,118.6
2019-10-01,New Brunswick,Health and personal care,118.6
2019-11-01,New Brunswick,Health and personal care,119.5
2019-12-01,New Brunswick,Health and personal care,119.9
2020-01-01,New Brunswick,Health and personal care,120.3
2020-02-01,New Brunswick,Health and personal care,120.0
2020-03-01,New Brunswick,Health and personal care,119.6
2020-04-01,New Brunswick,Health and personal care,120.0
2020-05-01,New Brunswick,Health and personal care,121.0
2020-06-01,New Brunswick,Health and personal care,120.2
2020-07-01,New Brunswick,Health and personal care,120.7
2020-08-01,New Brunswick,Health and personal care,119.8
2020-09-01,New Brunswick,Health and personal care,120.7
2020-10-01,New Brunswick,Health and personal care,120.9
2020-11-01,New Brunswick,Health and personal care,121.4
2020-12-01,New Brunswick,Health and personal care,120.8
2021-01-01,New Brunswick,Health and personal care,121.1
2021-02-01,New Brunswick,Health and personal care,120.7
2021-03-01,New Brunswick,Health and personal care,121.1
2021-04-01,New Brunswick,Health and personal care,122.6
2021-05-01,New Brunswick,Health and personal care,122.0
2021-06-01,New Brunswick,Health and personal care,121.4
2021-07-01,New Brunswick,Health and personal care,122.5
2021-08-01,New Brunswick,Health and personal care,122.5
2021-09-01,New Brunswick,Health and personal care,122.7
2021-10-01,New Brunswick,Health and personal care,122.9
2021-11-01,New Brunswick,Health and personal care,123.6
2018-01-01,New Brunswick,"Recreation, education and reading",115.2
2018-02-01,New Brunswick,"Recreation, education and reading",117.7
2018-03-01,New Brunswick,"Recreation, education and reading",121.0
2018-04-01,New Brunswick,"Recreation, education and reading",118.6
2018-05-01,New Brunswick,"Recreation, education and reading",120.4
2018-06-01,New Brunswick,"Recreation, education and reading",118.3
2018-07-01,New Brunswick,"Recreation, education and reading",121.9
2018-08-01,New Brunswick,"Recreation, education and reading",121.7
2018-09-01,New Brunswick,"Recreation, education and reading",118.9
2018-10-01,New Brunswick,"Recreation, education and reading",120.9
2018-11-01,New Brunswick,"Recreation, education and reading",120.8
2018-12-01,New Brunswick,"Recreation, education and reading",119.5
2019-01-01,New Brunswick,"Recreation, education and reading",119.5
2019-02-01,New Brunswick,"Recreation, education and reading",120.2
2019-03-01,New Brunswick,"Recreation, education and reading",123.9
2019-04-01,New Brunswick,"Recreation, education and reading",121.9
2019-05-01,New Brunswick,"Recreation, education and reading",123.3
2019-06-01,New Brunswick,"Recreation, education and reading",122.5
2019-07-01,New Brunswick,"Recreation, education and reading",126.8
2019-08-01,New Brunswick,"Recreation, education and reading",126.8
2019-09-01,New Brunswick,"Recreation, education and reading",125.9
2019-10-01,New Brunswick,"Recreation, education and reading",124.3
2019-11-01,New Brunswick,"Recreation, education and reading",122.7
2019-12-01,New Brunswick,"Recreation, education and reading",120.9
2020-01-01,New Brunswick,"Recreation, education and reading",120.5
2020-02-01,New Brunswick,"Recreation, education and reading",123.3
2020-03-01,New Brunswick,"Recreation, education and reading",123.9
2020-04-01,New Brunswick,"Recreation, education and reading",121.1
2020-05-01,New Brunswick,"Recreation, education and reading",121.7
2020-06-01,New Brunswick,"Recreation, education and reading",121.9
2020-07-01,New Brunswick,"Recreation, education and reading",122.2
2020-08-01,New Brunswick,"Recreation, education and reading",121.9
2020-09-01,New Brunswick,"Recreation, education and reading",122.8
2020-10-01,New Brunswick,"Recreation, education and reading",122.1
2020-11-01,New Brunswick,"Recreation, education and reading",121.5
2020-12-01,New Brunswick,"Recreation, education and reading",121.5
2021-01-01,New Brunswick,"Recreation, education and reading",121.8
2021-02-01,New Brunswick,"Recreation, education and reading",121.5
2021-03-01,New Brunswick,"Recreation, education and reading",122.0
2021-04-01,New Brunswick,"Recreation, education and reading",122.0
2021-05-01,New Brunswick,"Recreation, education and reading",122.8
2021-06-01,New Brunswick,"Recreation, education and reading",122.7
2021-07-01,New Brunswick,"Recreation, education and reading",124.1
2021-08-01,New Brunswick,"Recreation, education and reading",123.9
2021-09-01,New Brunswick,"Recreation, education and reading",123.1
2021-10-01,New Brunswick,"Recreation, education and reading",126.7
2021-11-01,New Brunswick,"Recreation, education and reading",125.6
2018-01-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",200.7
2018-02-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",201.5
2018-03-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",204.6
2018-04-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",204.9
2018-05-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",206.1
2018-06-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",204.4
2018-07-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",204.3
2018-08-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",204.6
2018-09-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",204.6
2018-10-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",203.6
2018-11-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",204.2
2018-12-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",204.5
2019-01-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",205.6
2019-02-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",205.9
2019-03-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",206.4
2019-04-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",207.4
2019-05-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",207.3
2019-06-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",207.6
2019-07-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",207.9
2019-08-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",207.7
2019-09-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",208.5
2019-10-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",207.3
2019-11-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",209.2
2019-12-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",203.0
2020-01-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",205.7
2020-02-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",207.4
2020-03-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",206.8
2020-04-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",209.2
2020-05-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",206.8
2020-06-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",206.8
2020-07-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",208.2
2020-08-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",207.8
2020-09-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",208.0
2020-10-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",208.4
2020-11-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",206.1
2020-12-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",206.7
2021-01-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",206.8
2021-02-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",207.4
2021-03-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",205.3
2021-04-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",207.4
2021-05-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",210.2
2021-06-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",210.9
2021-07-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",210.7
2021-08-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",210.9
2021-09-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",210.5
2021-10-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",211.2
2021-11-01,New Brunswick,"Alcoholic beverages, tobacco products and recreational cannabis",211.1
2018-01-01,New Brunswick,Energy,158.5
2018-02-01,New Brunswick,Energy,158.3
2018-03-01,New Brunswick,Energy,157.8
2018-04-01,New Brunswick,Energy,163.4
2018-05-01,New Brunswick,Energy,168.0
2018-06-01,New Brunswick,Energy,166.4
2018-07-01,New Brunswick,Energy,167.2
2018-08-01,New Brunswick,Energy,166.6
2018-09-01,New Brunswick,Energy,167.4
2018-10-01,New Brunswick,Energy,168.3
2018-11-01,New Brunswick,Energy,160.1
2018-12-01,New Brunswick,Energy,153.3
2019-01-01,New Brunswick,Energy,150.4
2019-02-01,New Brunswick,Energy,152.9
2019-03-01,New Brunswick,Energy,159.8
2019-04-01,New Brunswick,Energy,170.6
2019-05-01,New Brunswick,Energy,170.9
2019-06-01,New Brunswick,Energy,162.8
2019-07-01,New Brunswick,Energy,166.7
2019-08-01,New Brunswick,Energy,164.9
2019-09-01,New Brunswick,Energy,163.3
2019-10-01,New Brunswick,Energy,164.0
2019-11-01,New Brunswick,Energy,164.9
2019-12-01,New Brunswick,Energy,164.8
2020-01-01,New Brunswick,Energy,164.6
2020-02-01,New Brunswick,Energy,159.9
2020-03-01,New Brunswick,Energy,147.3
2020-04-01,New Brunswick,Energy,131.5
2020-05-01,New Brunswick,Energy,136.5
2020-06-01,New Brunswick,Energy,144.1
2020-07-01,New Brunswick,Energy,148.5
2020-08-01,New Brunswick,Energy,147.5
2020-09-01,New Brunswick,Energy,147.4
2020-10-01,New Brunswick,Energy,147.5
2020-11-01,New Brunswick,Energy,145.7
2020-12-01,New Brunswick,Energy,149.4
2021-01-01,New Brunswick,Energy,154.7
2021-02-01,New Brunswick,Energy,159.5
2021-03-01,New Brunswick,Energy,167.3
2021-04-01,New Brunswick,Energy,169.8
2021-05-01,New Brunswick,Energy,172.6
2021-06-01,New Brunswick,Energy,174.0
2021-07-01,New Brunswick,Energy,178.0
2021-08-01,New Brunswick,Energy,178.5
2021-09-01,New Brunswick,Energy,179.7
2021-10-01,New Brunswick,Energy,185.0
2021-11-01,New Brunswick,Energy,187.1
2018-01-01,New Brunswick,Goods,128.0
2018-02-01,New Brunswick,Goods,128.9
2018-03-01,New Brunswick,Goods,128.9
2018-04-01,New Brunswick,Goods,129.8
2018-05-01,New Brunswick,Goods,129.3
2018-06-01,New Brunswick,Goods,129.6
2018-07-01,New Brunswick,Goods,129.5
2018-08-01,New Brunswick,Goods,129.6
2018-09-01,New Brunswick,Goods,129.5
2018-10-01,New Brunswick,Goods,130.2
2018-11-01,New Brunswick,Goods,128.8
2018-12-01,New Brunswick,Goods,127.2
2019-01-01,New Brunswick,Goods,128.3
2019-02-01,New Brunswick,Goods,129.7
2019-03-01,New Brunswick,Goods,131.5
2019-04-01,New Brunswick,Goods,132.6
2019-05-01,New Brunswick,Goods,132.5
2019-06-01,New Brunswick,Goods,131.5
2019-07-01,New Brunswick,Goods,131.8
2019-08-01,New Brunswick,Goods,132.0
2019-09-01,New Brunswick,Goods,131.7
2019-10-01,New Brunswick,Goods,131.8
2019-11-01,New Brunswick,Goods,132.8
2019-12-01,New Brunswick,Goods,131.1
2020-01-01,New Brunswick,Goods,132.8
2020-02-01,New Brunswick,Goods,132.4
2020-03-01,New Brunswick,Goods,130.5
2020-04-01,New Brunswick,Goods,127.2
2020-05-01,New Brunswick,Goods,128.7
2020-06-01,New Brunswick,Goods,130.3
2020-07-01,New Brunswick,Goods,130.8
2020-08-01,New Brunswick,Goods,130.2
2020-09-01,New Brunswick,Goods,129.4
2020-10-01,New Brunswick,Goods,130.9
2020-11-01,New Brunswick,Goods,130.3
2020-12-01,New Brunswick,Goods,130.1
2021-01-01,New Brunswick,Goods,132.4
2021-02-01,New Brunswick,Goods,133.4
2021-03-01,New Brunswick,Goods,134.4
2021-04-01,New Brunswick,Goods,135.5
2021-05-01,New Brunswick,Goods,136.7
2021-06-01,New Brunswick,Goods,136.9
2021-07-01,New Brunswick,Goods,138.2
2021-08-01,New Brunswick,Goods,138.6
2021-09-01,New Brunswick,Goods,139.0
2021-10-01,New Brunswick,Goods,140.8
2021-11-01,New Brunswick,Goods,141.3
2018-01-01,New Brunswick,Services,138.5
2018-02-01,New Brunswick,Services,139.5
2018-03-01,New Brunswick,Services,140.2
2018-04-01,New Brunswick,Services,139.8
2018-05-01,New Brunswick,Services,140.0
2018-06-01,New Brunswick,Services,139.7
2018-07-01,New Brunswick,Services,141.6
2018-08-01,New Brunswick,Services,141.5
2018-09-01,New Brunswick,Services,140.3
2018-10-01,New Brunswick,Services,141.4
2018-11-01,New Brunswick,Services,141.1
2018-12-01,New Brunswick,Services,141.4
2019-01-01,New Brunswick,Services,141.3
2019-02-01,New Brunswick,Services,141.1
2019-03-01,New Brunswick,Services,141.5
2019-04-01,New Brunswick,Services,141.3
2019-05-01,New Brunswick,Services,142.1
2019-06-01,New Brunswick,Services,142.4
2019-07-01,New Brunswick,Services,143.9
2019-08-01,New Brunswick,Services,144.2
2019-09-01,New Brunswick,Services,142.8
2019-10-01,New Brunswick,Services,143.3
2019-11-01,New Brunswick,Services,143.0
2019-12-01,New Brunswick,Services,143.3
2020-01-01,New Brunswick,Services,143.2
2020-02-01,New Brunswick,Services,144.3
2020-03-01,New Brunswick,Services,144.5
2020-04-01,New Brunswick,Services,144.1
2020-05-01,New Brunswick,Services,144.4
2020-06-01,New Brunswick,Services,144.7
2020-07-01,New Brunswick,Services,145.0
2020-08-01,New Brunswick,Services,144.8
2020-09-01,New Brunswick,Services,145.1
2020-10-01,New Brunswick,Services,144.7
2020-11-01,New Brunswick,Services,145.1
2020-12-01,New Brunswick,Services,145.5
2021-01-01,New Brunswick,Services,145.6
2021-02-01,New Brunswick,Services,145.5
2021-03-01,New Brunswick,Services,145.4
2021-04-01,New Brunswick,Services,146.5
2021-05-01,New Brunswick,Services,147.4
2021-06-01,New Brunswick,Services,147.3
2021-07-01,New Brunswick,Services,147.9
2021-08-01,New Brunswick,Services,148.4
2021-09-01,New Brunswick,Services,148.6
2021-10-01,New Brunswick,Services,148.8
2021-11-01,New Brunswick,Services,148.4
2018-01-01,Quebec,All-items,127.8
2018-02-01,Quebec,All-items,128.5
2018-03-01,Quebec,All-items,128.7
2018-04-01,Quebec,All-items,129.2
2018-05-01,Quebec,All-items,129.3
2018-06-01,Quebec,All-items,129.2
2018-07-01,Quebec,All-items,129.7
2018-08-01,Quebec,All-items,129.5
2018-09-01,Quebec,All-items,129.3
2018-10-01,Quebec,All-items,129.4
2018-11-01,Quebec,All-items,128.9
2018-12-01,Quebec,All-items,128.9
2019-01-01,Quebec,All-items,129.1
2019-02-01,Quebec,All-items,130.2
2019-03-01,Quebec,All-items,131.0
2019-04-01,Quebec,All-items,131.5
2019-05-01,Quebec,All-items,132.4
2019-06-01,Quebec,All-items,132.0
2019-07-01,Quebec,All-items,132.6
2019-08-01,Quebec,All-items,132.4
2019-09-01,Quebec,All-items,132.1
2019-10-01,Quebec,All-items,132.4
2019-11-01,Quebec,All-items,132.4
2019-12-01,Quebec,All-items,132.4
2020-01-01,Quebec,All-items,132.6
2020-02-01,Quebec,All-items,133.2
2020-03-01,Quebec,All-items,132.5
2020-04-01,Quebec,All-items,131.7
2020-05-01,Quebec,All-items,131.9
2020-06-01,Quebec,All-items,132.8
2020-07-01,Quebec,All-items,133.0
2020-08-01,Quebec,All-items,132.9
2020-09-01,Quebec,All-items,132.5
2020-10-01,Quebec,All-items,133.1
2020-11-01,Quebec,All-items,133.5
2020-12-01,Quebec,All-items,133.4
2021-01-01,Quebec,All-items,134.3
2021-02-01,Quebec,All-items,135.3
2021-03-01,Quebec,All-items,135.4
2021-04-01,Quebec,All-items,136.2
2021-05-01,Quebec,All-items,137.3
2021-06-01,Quebec,All-items,137.7
2021-07-01,Quebec,All-items,138.5
2021-08-01,Quebec,All-items,138.7
2021-09-01,Quebec,All-items,139.2
2021-10-01,Quebec,All-items,140.2
2021-11-01,Quebec,All-items,140.5
2018-01-01,Quebec,Food,145.0
2018-02-01,Quebec,Food,145.2
2018-03-01,Quebec,Food,144.4
2018-04-01,Quebec,Food,144.7
2018-05-01,Quebec,Food,144.6
2018-06-01,Quebec,Food,145.7
2018-07-01,Quebec,Food,145.9
2018-08-01,Quebec,Food,144.9
2018-09-01,Quebec,Food,144.2
2018-10-01,Quebec,Food,143.8
2018-11-01,Quebec,Food,145.6
2018-12-01,Quebec,Food,147.2
2019-01-01,Quebec,Food,147.8
2019-02-01,Quebec,Food,149.0
2019-03-01,Quebec,Food,148.8
2019-04-01,Quebec,Food,148.2
2019-05-01,Quebec,Food,148.9
2019-06-01,Quebec,Food,149.9
2019-07-01,Quebec,Food,150.8
2019-08-01,Quebec,Food,149.9
2019-09-01,Quebec,Food,149.0
2019-10-01,Quebec,Food,148.6
2019-11-01,Quebec,Food,150.6
2019-12-01,Quebec,Food,151.4
2020-01-01,Quebec,Food,152.6
2020-02-01,Quebec,Food,152.6
2020-03-01,Quebec,Food,151.6
2020-04-01,Quebec,Food,153.9
2020-05-01,Quebec,Food,154.0
2020-06-01,Quebec,Food,154.7
2020-07-01,Quebec,Food,154.9
2020-08-01,Quebec,Food,153.4
2020-09-01,Quebec,Food,151.5
2020-10-01,Quebec,Food,152.9
2020-11-01,Quebec,Food,153.4
2020-12-01,Quebec,Food,153.3
2021-01-01,Quebec,Food,154.3
2021-02-01,Quebec,Food,156.1
2021-03-01,Quebec,Food,154.3
2021-04-01,Quebec,Food,155.0
2021-05-01,Quebec,Food,155.9
2021-06-01,Quebec,Food,156.1
2021-07-01,Quebec,Food,157.5
2021-08-01,Quebec,Food,157.3
2021-09-01,Quebec,Food,157.6
2021-10-01,Quebec,Food,159.1
2021-11-01,Quebec,Food,160.4
2018-01-01,Quebec,Shelter,132.0
2018-02-01,Quebec,Shelter,132.3
2018-03-01,Quebec,Shelter,132.5
